ORIGIN,ORIGIN_CITY_NAME,DEST,DEST_CITY_NAME
LAR,"Laramie, WY",SLC,"Salt Lake City, UT"
LAR,"Laramie, WY",LGU,"Logan, UT"
LAR,"Laramie, WY",DEN,"Denver, CO"
LAR,"Laramie, WY",SLC,"Salt Lake City, UT"
LAR,"Laramie, WY",BOI,"Boise, ID"
LAS,"Las Vegas, NV",OAK,"Oakland, CA"
LAS,"Las Vegas, NV",SAN,"San Diego, CA"
LAS,"Las Vegas, NV",RNO,"Reno, NV"
LAS,"Las Vegas, NV",DAL,"Dallas, TX"
LAS,"Las Vegas, NV",LAX,"Los Angeles, CA"
LAS,"Las Vegas, NV",PHX,"Phoenix, AZ"
LAS,"Las Vegas, NV",BUR,"Burbank, CA"
LAS,"Las Vegas, NV",SNA,"Santa Ana, CA"
LAS,"Las Vegas, NV",SEA,"Seattle, WA"
LAS,"Las Vegas, NV",PDX,"Portland, OR"
LAS,"Las Vegas, NV",ANC,"Anchorage, AK"
LAS,"Las Vegas, NV",SFO,"San Francisco, CA"
LAS,"Las Vegas, NV",SEA,"Seattle, WA"
LAS,"Las Vegas, NV",PDX,"Portland, OR"
LAS,"Las Vegas, NV",LAX,"Los Angeles, CA"
LAS,"Las Vegas, NV",ANC,"Anchorage, AK"
LAS,"Las Vegas, NV",SFO,"San Francisco, CA"
LAS,"Las Vegas, NV",SEA,"Seattle, WA"
LAS,"Las Vegas, NV",PDX,"Portland, OR"
LAS,"Las Vegas, NV",SFO,"San Francisco, CA"
LAS,"Las Vegas, NV",SEA,"Seattle, WA"
LAS,"Las Vegas, NV",PDX,"Portland, OR"
LAS,"Las Vegas, NV",LAX,"Los Angeles, CA"
LAS,"Las Vegas, NV",SEA,"Seattle, WA"
LAS,"Las Vegas, NV",PDX,"Portland, OR"
LAS,"Las Vegas, NV",SFO,"San Francisco, CA"
LAS,"Las Vegas, NV",SEA,"Seattle, WA"
LAS,"Las Vegas, NV",PDX,"Portland, OR"
LAS,"Las Vegas, NV",LAX,"Los Angeles, CA"
LAS,"Las Vegas, NV",PAE,"Everett, WA"
LAS,"Las Vegas, NV",SBA,"Santa Barbara, CA"
LAS,"Las Vegas, NV",BUF,"Buffalo, NY"
LAS,"Las Vegas, NV",ORD,"Chicago, IL"
LAS,"Las Vegas, NV",STL,"St. Louis, MO"
LAS,"Las Vegas, NV",FAT,"Fresno, CA"
LAS,"Las Vegas, NV",LGB,"Long Beach, CA"
LAS,"Las Vegas, NV",BOI,"Boise, ID"
LAS,"Las Vegas, NV",ONT,"Ontario, CA"
LAS,"Las Vegas, NV",SAT,"San Antonio, TX"
LAS,"Las Vegas, NV",PSP,"Palm Springs, CA"
LAS,"Las Vegas, NV",SMF,"Sacramento, CA"
LAS,"Las Vegas, NV",IAH,"Houston, TX"
LAS,"Las Vegas, NV",CMH,"Columbus, OH"
LAS,"Las Vegas, NV",ELP,"El Paso, TX"
LAS,"Las Vegas, NV",OMA,"Omaha, NE"
LAS,"Las Vegas, NV",TPA,"Tampa, FL"
LAS,"Las Vegas, NV",DEN,"Denver, CO"
LAS,"Las Vegas, NV",SLC,"Salt Lake City, UT"
LAS,"Las Vegas, NV",OAK,"Oakland, CA"
LAS,"Las Vegas, NV",SAN,"San Diego, CA"
LAS,"Las Vegas, NV",BWI,"Baltimore, MD"
LAS,"Las Vegas, NV",GEG,"Spokane, WA"
LAS,"Las Vegas, NV",EUG,"Eugene, OR"
LAS,"Las Vegas, NV",SEA,"Seattle, WA"
LAS,"Las Vegas, NV",RNO,"Reno, NV"
LAS,"Las Vegas, NV",PDX,"Portland, OR"
LAS,"Las Vegas, NV",LBB,"Lubbock, TX"
LAS,"Las Vegas, NV",MAF,"Midland/Odessa, TX"
LAS,"Las Vegas, NV",AMA,"Amarillo, TX"
LAS,"Las Vegas, NV",BLI,"Bellingham, WA"
LAS,"Las Vegas, NV",MKE,"Milwaukee, WI"
LAS,"Las Vegas, NV",ABQ,"Albuquerque, NM"
LAS,"Las Vegas, NV",IND,"Indianapolis, IN"
LAS,"Las Vegas, NV",BHM,"Birmingham, AL"
LAS,"Las Vegas, NV",DAL,"Dallas, TX"
LAS,"Las Vegas, NV",HOU,"Houston, TX"
LAS,"Las Vegas, NV",MSY,"New Orleans, LA"
LAS,"Las Vegas, NV",PIT,"Pittsburgh, PA"
LAS,"Las Vegas, NV",BNA,"Nashville, TN"
LAS,"Las Vegas, NV",TUL,"Tulsa, OK"
LAS,"Las Vegas, NV",ATL,"Atlanta, GA"
LAS,"Las Vegas, NV",LAX,"Los Angeles, CA"
LAS,"Las Vegas, NV",SJC,"San Jose, CA"
LAS,"Las Vegas, NV",BZN,"Bozeman, MT"
LAS,"Las Vegas, NV",PHX,"Phoenix, AZ"
LAS,"Las Vegas, NV",BUR,"Burbank, CA"
LAS,"Las Vegas, NV",SFO,"San Francisco, CA"
LAS,"Las Vegas, NV",AUS,"Austin, TX"
LAS,"Las Vegas, NV",MDW,"Chicago, IL"
LAS,"Las Vegas, NV",SNA,"Santa Ana, CA"
LAS,"Las Vegas, NV",TUS,"Tucson, AZ"
LAS,"Las Vegas, NV",MCI,"Kansas City, MO"
LAS,"Las Vegas, NV",ICT,"Wichita, KS"
LAS,"Las Vegas, NV",MCO,"Orlando, FL"
LAS,"Las Vegas, NV",SDF,"Louisville, KY"
LAS,"Las Vegas, NV",DSM,"Des Moines, IA"
LAS,"Las Vegas, NV",OKC,"Oklahoma City, OK"
LAS,"Las Vegas, NV",COS,"Colorado Springs, CO"
LAS,"Las Vegas, NV",LIT,"Little Rock, AR"
LAS,"Las Vegas, NV",SBA,"Santa Barbara, CA"
LAS,"Las Vegas, NV",STL,"St. Louis, MO"
LAS,"Las Vegas, NV",FAT,"Fresno, CA"
LAS,"Las Vegas, NV",LGB,"Long Beach, CA"
LAS,"Las Vegas, NV",BOI,"Boise, ID"
LAS,"Las Vegas, NV",ONT,"Ontario, CA"
LAS,"Las Vegas, NV",SAT,"San Antonio, TX"
LAS,"Las Vegas, NV",SMF,"Sacramento, CA"
LAS,"Las Vegas, NV",TPA,"Tampa, FL"
LAS,"Las Vegas, NV",DEN,"Denver, CO"
LAS,"Las Vegas, NV",SLC,"Salt Lake City, UT"
LAS,"Las Vegas, NV",OAK,"Oakland, CA"
LAS,"Las Vegas, NV",SAN,"San Diego, CA"
LAS,"Las Vegas, NV",BWI,"Baltimore, MD"
LAS,"Las Vegas, NV",SEA,"Seattle, WA"
LAS,"Las Vegas, NV",RNO,"Reno, NV"
LAS,"Las Vegas, NV",IND,"Indianapolis, IN"
LAS,"Las Vegas, NV",HNL,"Honolulu, HI"
LAS,"Las Vegas, NV",OGG,"Kahului, HI"
LAS,"Las Vegas, NV",DAL,"Dallas, TX"
LAS,"Las Vegas, NV",HOU,"Houston, TX"
LAS,"Las Vegas, NV",PIT,"Pittsburgh, PA"
LAS,"Las Vegas, NV",ATL,"Atlanta, GA"
LAS,"Las Vegas, NV",LAX,"Los Angeles, CA"
LAS,"Las Vegas, NV",SJC,"San Jose, CA"
LAS,"Las Vegas, NV",PHX,"Phoenix, AZ"
LAS,"Las Vegas, NV",BUR,"Burbank, CA"
LAS,"Las Vegas, NV",AUS,"Austin, TX"
LAS,"Las Vegas, NV",MDW,"Chicago, IL"
LAS,"Las Vegas, NV",KOA,"Kona, HI"
LAS,"Las Vegas, NV",TUS,"Tucson, AZ"
LAS,"Las Vegas, NV",OKC,"Oklahoma City, OK"
LAS,"Las Vegas, NV",COS,"Colorado Springs, CO"
LAS,"Las Vegas, NV",TPA,"Tampa, FL"
LAS,"Las Vegas, NV",CLE,"Cleveland, OH"
LAS,"Las Vegas, NV",ORD,"Chicago, IL"
LAS,"Las Vegas, NV",IAH,"Houston, TX"
LAS,"Las Vegas, NV",EWR,"Newark, NJ"
LAS,"Las Vegas, NV",DEN,"Denver, CO"
LAS,"Las Vegas, NV",SAN,"San Diego, CA"
LAS,"Las Vegas, NV",IAD,"Washington, DC"
LAS,"Las Vegas, NV",LAX,"Los Angeles, CA"
LAS,"Las Vegas, NV",SFO,"San Francisco, CA"
LAS,"Las Vegas, NV",IAH,"Houston, TX"
LAS,"Las Vegas, NV",IAH,"Houston, TX"
LAS,"Las Vegas, NV",LAX,"Los Angeles, CA"
LAS,"Las Vegas, NV",IAH,"Houston, TX"
LAS,"Las Vegas, NV",DAL,"Dallas, TX"
LAS,"Las Vegas, NV",SAN,"San Diego, CA"
LAS,"Las Vegas, NV",BFL,"Bakersfield, CA"
LAS,"Las Vegas, NV",VNY,"Van Nuys, CA"
LAS,"Las Vegas, NV",PIA,"Peoria, IL"
LAS,"Las Vegas, NV",RAP,"Rapid City, SD"
LAS,"Las Vegas, NV",VPS,"Valparaiso, FL"
LAS,"Las Vegas, NV",FAT,"Fresno, CA"
LAS,"Las Vegas, NV",BOI,"Boise, ID"
LAS,"Las Vegas, NV",SAT,"San Antonio, TX"
LAS,"Las Vegas, NV",ELP,"El Paso, TX"
LAS,"Las Vegas, NV",GFK,"Grand Forks, ND"
LAS,"Las Vegas, NV",OMA,"Omaha, NE"
LAS,"Las Vegas, NV",LRD,"Laredo, TX"
LAS,"Las Vegas, NV",OAK,"Oakland, CA"
LAS,"Las Vegas, NV",FCA,"Kalispell, MT"
LAS,"Las Vegas, NV",SAN,"San Diego, CA"
LAS,"Las Vegas, NV",MFR,"Medford, OR"
LAS,"Las Vegas, NV",AVL,"Asheville, NC"
LAS,"Las Vegas, NV",AZA,"Phoenix, AZ"
LAS,"Las Vegas, NV",GEG,"Spokane, WA"
LAS,"Las Vegas, NV",EUG,"Eugene, OR"
LAS,"Las Vegas, NV",RNO,"Reno, NV"
LAS,"Las Vegas, NV",RDM,"Bend/Redmond, OR"
LAS,"Las Vegas, NV",SGF,"Springfield, MO"
LAS,"Las Vegas, NV",GJT,"Grand Junction, CO"
LAS,"Las Vegas, NV",IDA,"Idaho Falls, ID"
LAS,"Las Vegas, NV",GTF,"Great Falls, MT"
LAS,"Las Vegas, NV",PSC,"Pasco/Kennewick/Richland, WA"
LAS,"Las Vegas, NV",GRI,"Grand Island, NE"
LAS,"Las Vegas, NV",BLI,"Bellingham, WA"
LAS,"Las Vegas, NV",ATW,"Appleton, WI"
LAS,"Las Vegas, NV",FAR,"Fargo, ND"
LAS,"Las Vegas, NV",MSO,"Missoula, MT"
LAS,"Las Vegas, NV",ABQ,"Albuquerque, NM"
LAS,"Las Vegas, NV",SBN,"South Bend, IN"
LAS,"Las Vegas, NV",BIL,"Billings, MT"
LAS,"Las Vegas, NV",MEM,"Memphis, TN"
LAS,"Las Vegas, NV",RFD,"Rockford, IL"
LAS,"Las Vegas, NV",TUL,"Tulsa, OK"
LAS,"Las Vegas, NV",MOT,"Minot, ND"
LAS,"Las Vegas, NV",BZN,"Bozeman, MT"
LAS,"Las Vegas, NV",AUS,"Austin, TX"
LAS,"Las Vegas, NV",MRY,"Monterey, CA"
LAS,"Las Vegas, NV",SMX,"Santa Maria, CA"
LAS,"Las Vegas, NV",SNA,"Santa Ana, CA"
LAS,"Las Vegas, NV",ICT,"Wichita, KS"
LAS,"Las Vegas, NV",SCK,"Stockton, CA"
LAS,"Las Vegas, NV",FSD,"Sioux Falls, SD"
LAS,"Las Vegas, NV",DSM,"Des Moines, IA"
LAS,"Las Vegas, NV",XNA,"Fayetteville, AR"
LAS,"Las Vegas, NV",BLV,"Belleville, IL"
LAS,"Las Vegas, NV",SHV,"Shreveport, LA"
LAS,"Las Vegas, NV",BIS,"Bismarck/Mandan, ND"
LAS,"Las Vegas, NV",FWA,"Fort Wayne, IN"
LAS,"Las Vegas, NV",MFE,"Mission/McAllen/Edinburg, TX"
LAS,"Las Vegas, NV",MLI,"Moline, IL"
LAS,"Las Vegas, NV",PIA,"Peoria, IL"
LAS,"Las Vegas, NV",RAP,"Rapid City, SD"
LAS,"Las Vegas, NV",CVG,"Cincinnati, OH"
LAS,"Las Vegas, NV",FAT,"Fresno, CA"
LAS,"Las Vegas, NV",SAT,"San Antonio, TX"
LAS,"Las Vegas, NV",TYS,"Knoxville, TN"
LAS,"Las Vegas, NV",ELP,"El Paso, TX"
LAS,"Las Vegas, NV",GFK,"Grand Forks, ND"
LAS,"Las Vegas, NV",OMA,"Omaha, NE"
LAS,"Las Vegas, NV",LRD,"Laredo, TX"
LAS,"Las Vegas, NV",OAK,"Oakland, CA"
LAS,"Las Vegas, NV",FCA,"Kalispell, MT"
LAS,"Las Vegas, NV",SAN,"San Diego, CA"
LAS,"Las Vegas, NV",MFR,"Medford, OR"
LAS,"Las Vegas, NV",AVL,"Asheville, NC"
LAS,"Las Vegas, NV",AZA,"Phoenix, AZ"
LAS,"Las Vegas, NV",FNT,"Flint, MI"
LAS,"Las Vegas, NV",GEG,"Spokane, WA"
LAS,"Las Vegas, NV",EUG,"Eugene, OR"
LAS,"Las Vegas, NV",RNO,"Reno, NV"
LAS,"Las Vegas, NV",CID,"Cedar Rapids/Iowa City, IA"
LAS,"Las Vegas, NV",RDM,"Bend/Redmond, OR"
LAS,"Las Vegas, NV",SGF,"Springfield, MO"
LAS,"Las Vegas, NV",IDA,"Idaho Falls, ID"
LAS,"Las Vegas, NV",GTF,"Great Falls, MT"
LAS,"Las Vegas, NV",PSC,"Pasco/Kennewick/Richland, WA"
LAS,"Las Vegas, NV",GRI,"Grand Island, NE"
LAS,"Las Vegas, NV",ATW,"Appleton, WI"
LAS,"Las Vegas, NV",FAR,"Fargo, ND"
LAS,"Las Vegas, NV",MSO,"Missoula, MT"
LAS,"Las Vegas, NV",ABQ,"Albuquerque, NM"
LAS,"Las Vegas, NV",SBN,"South Bend, IN"
LAS,"Las Vegas, NV",BIL,"Billings, MT"
LAS,"Las Vegas, NV",MEM,"Memphis, TN"
LAS,"Las Vegas, NV",IND,"Indianapolis, IN"
LAS,"Las Vegas, NV",RFD,"Rockford, IL"
LAS,"Las Vegas, NV",TUL,"Tulsa, OK"
LAS,"Las Vegas, NV",MOT,"Minot, ND"
LAS,"Las Vegas, NV",BZN,"Bozeman, MT"
LAS,"Las Vegas, NV",AUS,"Austin, TX"
LAS,"Las Vegas, NV",MRY,"Monterey, CA"
LAS,"Las Vegas, NV",SMX,"Santa Maria, CA"
LAS,"Las Vegas, NV",SNA,"Santa Ana, CA"
LAS,"Las Vegas, NV",ICT,"Wichita, KS"
LAS,"Las Vegas, NV",SCK,"Stockton, CA"
LAS,"Las Vegas, NV",FSD,"Sioux Falls, SD"
LAS,"Las Vegas, NV",DSM,"Des Moines, IA"
LAS,"Las Vegas, NV",GRR,"Grand Rapids, MI"
LAS,"Las Vegas, NV",OKC,"Oklahoma City, OK"
LAS,"Las Vegas, NV",XNA,"Fayetteville, AR"
LAS,"Las Vegas, NV",BLV,"Belleville, IL"
LAS,"Las Vegas, NV",SHV,"Shreveport, LA"
LAS,"Las Vegas, NV",BIS,"Bismarck/Mandan, ND"
LAS,"Las Vegas, NV",FWA,"Fort Wayne, IN"
LAS,"Las Vegas, NV",MFE,"Mission/McAllen/Edinburg, TX"
LAS,"Las Vegas, NV",MLI,"Moline, IL"
LAS,"Las Vegas, NV",OPF,"Miami, FL"
LAS,"Las Vegas, NV",LAX,"Los Angeles, CA"
LAS,"Las Vegas, NV",SFO,"San Francisco, CA"
LAS,"Las Vegas, NV",VNY,"Van Nuys, CA"
LAS,"Las Vegas, NV",TN8,"Nashville, TN"
LAS,"Las Vegas, NV",FNL,"Fort Collins/Loveland, CO"
LAS,"Las Vegas, NV",LAR,"Laramie, WY"
LAS,"Las Vegas, NV",MIA,"Miami, FL"
LAS,"Las Vegas, NV",ORD,"Chicago, IL"
LAS,"Las Vegas, NV",LAX,"Los Angeles, CA"
LAS,"Las Vegas, NV",PHX,"Phoenix, AZ"
LAS,"Las Vegas, NV",AUS,"Austin, TX"
LAS,"Las Vegas, NV",DCA,"Washington, DC"
LAS,"Las Vegas, NV",JFK,"New York, NY"
LAS,"Las Vegas, NV",LAX,"Los Angeles, CA"
LAS,"Las Vegas, NV",MIA,"Miami, FL"
LAS,"Las Vegas, NV",ORD,"Chicago, IL"
LAS,"Las Vegas, NV",CLT,"Charlotte, NC"
LAS,"Las Vegas, NV",PHL,"Philadelphia, PA"
LAS,"Las Vegas, NV",DFW,"Dallas/Fort Worth, TX"
LAS,"Las Vegas, NV",LAX,"Los Angeles, CA"
LAS,"Las Vegas, NV",PHX,"Phoenix, AZ"
LAS,"Las Vegas, NV",MIA,"Miami, FL"
LAS,"Las Vegas, NV",MIA,"Miami, FL"
LAS,"Las Vegas, NV",ORD,"Chicago, IL"
LAS,"Las Vegas, NV",DCA,"Washington, DC"
LAS,"Las Vegas, NV",CLT,"Charlotte, NC"
LAS,"Las Vegas, NV",PHL,"Philadelphia, PA"
LAS,"Las Vegas, NV",DFW,"Dallas/Fort Worth, TX"
LAS,"Las Vegas, NV",LAX,"Los Angeles, CA"
LAS,"Las Vegas, NV",PHX,"Phoenix, AZ"
LAS,"Las Vegas, NV",HNL,"Honolulu, HI"
LAS,"Las Vegas, NV",OGG,"Kahului, HI"
LAS,"Las Vegas, NV",HSH,"Las Vegas, NV"
LAS,"Las Vegas, NV",HNL,"Honolulu, HI"
LAS,"Las Vegas, NV",VNY,"Van Nuys, CA"
LAS,"Las Vegas, NV",SCF,"Phoenix, AZ"
LAS,"Las Vegas, NV",SBA,"Santa Barbara, CA"
LAS,"Las Vegas, NV",MIA,"Miami, FL"
LAS,"Las Vegas, NV",ONT,"Ontario, CA"
LAS,"Las Vegas, NV",SAT,"San Antonio, TX"
LAS,"Las Vegas, NV",TEX,"Telluride, CO"
LAS,"Las Vegas, NV",SLC,"Salt Lake City, UT"
LAS,"Las Vegas, NV",OAK,"Oakland, CA"
LAS,"Las Vegas, NV",AFW,"Dallas/Fort Worth, TX"
LAS,"Las Vegas, NV",HOU,"Houston, TX"
LAS,"Las Vegas, NV",FLL,"Fort Lauderdale, FL"
LAS,"Las Vegas, NV",BJC,"Broomfield, CO"
LAS,"Las Vegas, NV",VNY,"Van Nuys, CA"
LAS,"Las Vegas, NV",RIL,"Rifle, CO"
LAS,"Las Vegas, NV",CLD,"Carlsbad, CA"
LAS,"Las Vegas, NV",LAL,"Lakeland, FL"
LAS,"Las Vegas, NV",MKC,"Kansas City, MO"
LAS,"Las Vegas, NV",CLE,"Cleveland, OH"
LAS,"Las Vegas, NV",ORD,"Chicago, IL"
LAS,"Las Vegas, NV",IAH,"Houston, TX"
LAS,"Las Vegas, NV",EWR,"Newark, NJ"
LAS,"Las Vegas, NV",DEN,"Denver, CO"
LAS,"Las Vegas, NV",IAD,"Washington, DC"
LAS,"Las Vegas, NV",LAX,"Los Angeles, CA"
LAS,"Las Vegas, NV",SFO,"San Francisco, CA"
LAS,"Las Vegas, NV",ORD,"Chicago, IL"
LAS,"Las Vegas, NV",IAH,"Houston, TX"
LAS,"Las Vegas, NV",DEN,"Denver, CO"
LAS,"Las Vegas, NV",IAD,"Washington, DC"
LAS,"Las Vegas, NV",LAX,"Los Angeles, CA"
LAS,"Las Vegas, NV",SFO,"San Francisco, CA"
LAS,"Las Vegas, NV",ORD,"Chicago, IL"
LAS,"Las Vegas, NV",DEN,"Denver, CO"
LAS,"Las Vegas, NV",IAD,"Washington, DC"
LAS,"Las Vegas, NV",LAX,"Los Angeles, CA"
LAS,"Las Vegas, NV",SFO,"San Francisco, CA"
LAS,"Las Vegas, NV",DEN,"Denver, CO"
LAS,"Las Vegas, NV",IAH,"Houston, TX"
LAS,"Las Vegas, NV",EWR,"Newark, NJ"
LAS,"Las Vegas, NV",IAH,"Houston, TX"
LAS,"Las Vegas, NV",EWR,"Newark, NJ"
LAS,"Las Vegas, NV",SFO,"San Francisco, CA"
LAS,"Las Vegas, NV",IAH,"Houston, TX"
LAS,"Las Vegas, NV",CLE,"Cleveland, OH"
LAS,"Las Vegas, NV",ORD,"Chicago, IL"
LAS,"Las Vegas, NV",DEN,"Denver, CO"
LAS,"Las Vegas, NV",IAD,"Washington, DC"
LAS,"Las Vegas, NV",LAX,"Los Angeles, CA"
LAS,"Las Vegas, NV",SFO,"San Francisco, CA"
LAS,"Las Vegas, NV",SDF,"Louisville, KY"
LAS,"Las Vegas, NV",ONT,"Ontario, CA"
LAS,"Las Vegas, NV",ONT,"Ontario, CA"
LAS,"Las Vegas, NV",VNY,"Van Nuys, CA"
LAS,"Las Vegas, NV",VNY,"Van Nuys, CA"
LAS,"Las Vegas, NV",LAX,"Los Angeles, CA"
LAS,"Las Vegas, NV",SJC,"San Jose, CA"
LAS,"Las Vegas, NV",MEM,"Memphis, TN"
LAS,"Las Vegas, NV",CDC,"Cedar City, UT"
LAS,"Las Vegas, NV",SGU,"St. George, UT"
LAS,"Las Vegas, NV",RNO,"Reno, NV"
LAS,"Las Vegas, NV",MEM,"Memphis, TN"
LAS,"Las Vegas, NV",IND,"Indianapolis, IN"
LAS,"Las Vegas, NV",SAT,"San Antonio, TX"
LAS,"Las Vegas, NV",YKM,"Yakima, WA"
LAS,"Las Vegas, NV",BUF,"Buffalo, NY"
LAS,"Las Vegas, NV",AZA,"Phoenix, AZ"
LAS,"Las Vegas, NV",YKM,"Yakima, WA"
LAS,"Las Vegas, NV",MKE,"Milwaukee, WI"
LAS,"Las Vegas, NV",YKM,"Yakima, WA"
LAS,"Las Vegas, NV",DTW,"Detroit, MI"
LAS,"Las Vegas, NV",DEN,"Denver, CO"
LAS,"Las Vegas, NV",OAK,"Oakland, CA"
LAS,"Las Vegas, NV",SAN,"San Diego, CA"
LAS,"Las Vegas, NV",PDX,"Portland, OR"
LAS,"Las Vegas, NV",PHL,"Philadelphia, PA"
LAS,"Las Vegas, NV",LAX,"Los Angeles, CA"
LAS,"Las Vegas, NV",BUR,"Burbank, CA"
LAS,"Las Vegas, NV",SNA,"Santa Ana, CA"
LAS,"Las Vegas, NV",MCI,"Kansas City, MO"
LAS,"Las Vegas, NV",CLE,"Cleveland, OH"
LAS,"Las Vegas, NV",DTW,"Detroit, MI"
LAS,"Las Vegas, NV",MIA,"Miami, FL"
LAS,"Las Vegas, NV",ORD,"Chicago, IL"
LAS,"Las Vegas, NV",STL,"St. Louis, MO"
LAS,"Las Vegas, NV",SMF,"Sacramento, CA"
LAS,"Las Vegas, NV",IAH,"Houston, TX"
LAS,"Las Vegas, NV",CMH,"Columbus, OH"
LAS,"Las Vegas, NV",EWR,"Newark, NJ"
LAS,"Las Vegas, NV",TPA,"Tampa, FL"
LAS,"Las Vegas, NV",DEN,"Denver, CO"
LAS,"Las Vegas, NV",OAK,"Oakland, CA"
LAS,"Las Vegas, NV",SAN,"San Diego, CA"
LAS,"Las Vegas, NV",BWI,"Baltimore, MD"
LAS,"Las Vegas, NV",MSP,"Minneapolis, MN"
LAS,"Las Vegas, NV",SEA,"Seattle, WA"
LAS,"Las Vegas, NV",PDX,"Portland, OR"
LAS,"Las Vegas, NV",MKE,"Milwaukee, WI"
LAS,"Las Vegas, NV",CLT,"Charlotte, NC"
LAS,"Las Vegas, NV",IND,"Indianapolis, IN"
LAS,"Las Vegas, NV",PHL,"Philadelphia, PA"
LAS,"Las Vegas, NV",MSY,"New Orleans, LA"
LAS,"Las Vegas, NV",PIT,"Pittsburgh, PA"
LAS,"Las Vegas, NV",DFW,"Dallas/Fort Worth, TX"
LAS,"Las Vegas, NV",BNA,"Nashville, TN"
LAS,"Las Vegas, NV",ATL,"Atlanta, GA"
LAS,"Las Vegas, NV",LAX,"Los Angeles, CA"
LAS,"Las Vegas, NV",FLL,"Fort Lauderdale, FL"
LAS,"Las Vegas, NV",BOS,"Boston, MA"
LAS,"Las Vegas, NV",PHX,"Phoenix, AZ"
LAS,"Las Vegas, NV",BUR,"Burbank, CA"
LAS,"Las Vegas, NV",AUS,"Austin, TX"
LAS,"Las Vegas, NV",SNA,"Santa Ana, CA"
LAS,"Las Vegas, NV",MCO,"Orlando, FL"
LAS,"Las Vegas, NV",SDF,"Louisville, KY"
LAS,"Las Vegas, NV",DFW,"Dallas/Fort Worth, TX"
LAS,"Las Vegas, NV",ATL,"Atlanta, GA"
LAS,"Las Vegas, NV",MCI,"Kansas City, MO"
LAS,"Las Vegas, NV",SLC,"Salt Lake City, UT"
LAS,"Las Vegas, NV",MSP,"Minneapolis, MN"
LAS,"Las Vegas, NV",SEA,"Seattle, WA"
LAS,"Las Vegas, NV",SLC,"Salt Lake City, UT"
LAS,"Las Vegas, NV",MSP,"Minneapolis, MN"
LAS,"Las Vegas, NV",ATL,"Atlanta, GA"
LAS,"Las Vegas, NV",JFK,"New York, NY"
LAS,"Las Vegas, NV",SLC,"Salt Lake City, UT"
LAS,"Las Vegas, NV",MSP,"Minneapolis, MN"
LAS,"Las Vegas, NV",LAX,"Los Angeles, CA"
LAS,"Las Vegas, NV",DTW,"Detroit, MI"
LAS,"Las Vegas, NV",CVG,"Cincinnati, OH"
LAS,"Las Vegas, NV",SLC,"Salt Lake City, UT"
LAS,"Las Vegas, NV",MSP,"Minneapolis, MN"
LAS,"Las Vegas, NV",SEA,"Seattle, WA"
LAS,"Las Vegas, NV",RDU,"Raleigh/Durham, NC"
LAS,"Las Vegas, NV",ATL,"Atlanta, GA"
LAS,"Las Vegas, NV",BOS,"Boston, MA"
LAS,"Las Vegas, NV",JFK,"New York, NY"
LAS,"Las Vegas, NV",SLC,"Salt Lake City, UT"
LAS,"Las Vegas, NV",LAX,"Los Angeles, CA"
LAS,"Las Vegas, NV",DTW,"Detroit, MI"
LAS,"Las Vegas, NV",MSP,"Minneapolis, MN"
LAS,"Las Vegas, NV",ATL,"Atlanta, GA"
LAS,"Las Vegas, NV",LAX,"Los Angeles, CA"
LAS,"Las Vegas, NV",JFK,"New York, NY"
LAS,"Las Vegas, NV",ATL,"Atlanta, GA"
LAS,"Las Vegas, NV",JFK,"New York, NY"
LAS,"Las Vegas, NV",MSP,"Minneapolis, MN"
LAS,"Las Vegas, NV",ATL,"Atlanta, GA"
LAS,"Las Vegas, NV",ATL,"Atlanta, GA"
LAS,"Las Vegas, NV",JFK,"New York, NY"
LAS,"Las Vegas, NV",BUF,"Buffalo, NY"
LAS,"Las Vegas, NV",DEN,"Denver, CO"
LAS,"Las Vegas, NV",SLC,"Salt Lake City, UT"
LAS,"Las Vegas, NV",PDX,"Portland, OR"
LAS,"Las Vegas, NV",SJC,"San Jose, CA"
LAS,"Las Vegas, NV",PHX,"Phoenix, AZ"
LAS,"Las Vegas, NV",OKC,"Oklahoma City, OK"
LAS,"Las Vegas, NV",CLE,"Cleveland, OH"
LAS,"Las Vegas, NV",DTW,"Detroit, MI"
LAS,"Las Vegas, NV",CVG,"Cincinnati, OH"
LAS,"Las Vegas, NV",MIA,"Miami, FL"
LAS,"Las Vegas, NV",ORD,"Chicago, IL"
LAS,"Las Vegas, NV",ONT,"Ontario, CA"
LAS,"Las Vegas, NV",SAT,"San Antonio, TX"
LAS,"Las Vegas, NV",SMF,"Sacramento, CA"
LAS,"Las Vegas, NV",IAH,"Houston, TX"
LAS,"Las Vegas, NV",TPA,"Tampa, FL"
LAS,"Las Vegas, NV",DEN,"Denver, CO"
LAS,"Las Vegas, NV",SLC,"Salt Lake City, UT"
LAS,"Las Vegas, NV",OAK,"Oakland, CA"
LAS,"Las Vegas, NV",SAN,"San Diego, CA"
LAS,"Las Vegas, NV",MSP,"Minneapolis, MN"
LAS,"Las Vegas, NV",GEG,"Spokane, WA"
LAS,"Las Vegas, NV",SEA,"Seattle, WA"
LAS,"Las Vegas, NV",RNO,"Reno, NV"
LAS,"Las Vegas, NV",PDX,"Portland, OR"
LAS,"Las Vegas, NV",MKE,"Milwaukee, WI"
LAS,"Las Vegas, NV",CLT,"Charlotte, NC"
LAS,"Las Vegas, NV",IND,"Indianapolis, IN"
